region,county,product,quantity
London,Greater London,halo combat evolved,4204176
West Midlands,Warwickshire,Blueberry yoghurt,4204092
West Midlands,Warwickshire,british fresh chicken brest fillets,4203852
South East England,Kent,pain au raisins,4203776
West Midlands,Warwickshire,apple macbook air mid 2009,4203684
Scotland,Orkney,Blueberry yoghurt,4203016
Scotland,Orkney,Lemon,4202972
South East England,Kent,British baking potatoes loose,4202852
London,Greater London,diced vernison,4202664
Scotland,Orkney,brenton t-shirt,4202188
London,Greater London,21 day mature rump steak,4202152
South East England,Kent,flapjack,4201380
West Midlands,Warwickshire,salmon fillets,4200940
London,Greater London,semi skimmed milk,4200920
Scotland,Orkney,aubergine,4200756
Scotland,Orkney,hp dv 2000 laptop,4200748
South East England,Kent,british parsnips loose,4200748
London,Greater London,apple macbook pro mid 2009,4200692
Scotland,Orkney,21 day mature rump steak,4200564
London,Greater London,corn,4199744
West Midlands,Warwickshire,dyson tower fan,4199592
West Midlands,Warwickshire,vernison sausages,4199016
Scotland,Orkney,pain au raisins,4198944
East of England,East Cambridgeshire,apple macbook pro mid 2009,4198860
London,Greater London,blue stilton cheese,4198852
West Midlands,Warwickshire,corn,4198840
South East England,Kent,cotton tie,4198776
Scotland,Orkney,plastic sunshades,4198508
West Midlands,Warwickshire,red velvet cake,4198412
Scotland,Orkney,chocolate fudge cake,4198404
South East England,Kent,Oats Milk,4198152
London,Greater London,Soy Milk,4198104
South East England,Kent,Lemon,4197756
East of England,East Cambridgeshire,apple macbook air mid 2009,4197620
Scotland,Orkney,Red pepper,4196664
East of England,East Cambridgeshire,mild cheddar cheese,4195832
West Midlands,Warwickshire,corned beef,4195696
London,Greater London,brenton jumper,4195204
South East England,Kent,fine beans,4195056
South East England,Kent,Red pepper,4194896
Scotland,Orkney,play station 3,4194408
South East England,Kent,Fairtrade Bananas Loose,4193812
Scotland,Orkney,wristwatch,4193468
West Midlands,Warwickshire,oxford shirt,4192416
Scotland,Orkney,goat cheese,4192280
South East England,Kent,fresh turkey steak,4191908
South East England,Kent,mild cheddar cheese,4191756
London,Greater London,olive oil spread,4191520
West Midlands,Warwickshire,bosch washing machine,4191504
London,Greater London,Slightly salted butter,4191444
South East England,Kent,croisant ,4190796
South East England,Kent,Blueberry yoghurt,4190620
Scotland,Orkney,olive oil spread,4190080
East of England,East Cambridgeshire,baby potatoes,4189848
Scotland,Orkney,dyson vacuum cleaner,4189752
London,Greater London,Fairtrade Bananas Loose,4189584
Scotland,Orkney,pokemon blue,4188832
Scotland,Orkney,vernison sausages,4188756
South East England,Kent,brenton jumper,4188448
South East England,Kent,lg washing machine,4188220
Scotland,Orkney,garlic,4187572
Scotland,Orkney,linen trousers,4187424
West Midlands,Warwickshire,gameboy advance,4187228
South East England,Kent,Spring onions bunch,4187140
South East England,Kent,grey blazers,4186748
West Midlands,Warwickshire,beans,4186700
London,Greater London,minecraft game - xbox,4186660
South East England,Kent,pink blazers,4186228
East of England,East Cambridgeshire,Almond milk,4186072
West Midlands,Warwickshire,diced vernison,4186040
East of England,East Cambridgeshire,pain au chocolate,4185832
Scotland,Orkney,Brocolli loose,4185576
London,Greater London,samsung washing machine,4185360
West Midlands,Warwickshire,aubergine,4185264
London,Greater London,linen trousers,4185064
London,Greater London,oxford shoes,4185020
Scotland,Orkney,god of war 2,4184500
South East England,Kent,scottish salmon,4183960
South East England,Kent,chocolate twist,4183808
London,Greater London,diced chicken breast,4183568
London,Greater London,salmon fillets,4182848
South East England,Kent,celery,4182788
Scotland,Orkney,linen shirt,4181720
East of England,East Cambridgeshire,salmon fillets,4181144
Scotland,Orkney,fresh turkey steak,4180892
London,Greater London,pokemon blue,4180860
South East England,Kent,red velvet cake,4180608
Scotland,Orkney,gameboy color,4180580
West Midlands,Warwickshire,British baking potatoes loose,4180464
Scotland,Orkney,vanilla yoghurt,4180452
London,Greater London,gaming mouse,4180112
Scotland,Orkney,pokemon yellow,4179660
West Midlands,Warwickshire,wristwatch,4179564
South East England,Kent,hotpoint washing machine,4179524
West Midlands,Warwickshire,jam doughnut,4179516
South East England,Kent,silk tie,4179112
South East England,Kent,cheese cake,4179092
South East England,Kent,Slightly salted butter,4179040
West Midlands,Warwickshire,dyson washing machine,4178580
Scotland,Orkney,scottish salmon,4178492
South East England,Kent,grey cardigan,4178132
South East England,Kent,pokemon gold,4178132
South East England,Kent,fresh whole turkey,4177600
Scotland,Orkney,beef mince,4177256
West Midlands,Warwickshire,hp envy laptop,4176896
South East England,Kent,Organic Kefir,4176452
London,Greater London,classic bowtie,4176332
Scotland,Orkney,british fresh turkey mince,4176328
South East England,Kent,pain au chocolate,4176116
South East England,Kent,fresh whole chicken,4175988
South East England,Kent,Almond milk,4175924
South East England,Kent,corn,4175416
South East England,Kent,olive oil spread,4175276
West Midlands,Warwickshire,blue stilton cheese,4175248
Scotland,Orkney,celery,4175148
South East England,Kent,organic raspberry yoghurt,4174920
West Midlands,Warwickshire,x-box 360,4174396
Scotland,Orkney,corn,4173512
Scotland,Orkney,dual shock controller,4173264
West Midlands,Warwickshire,pokemon red,4173068
Scotland,Orkney,gaming keyboard,4172980
London,Greater London,gaming keyboard,4172376
Scotland,Orkney,millionaire square,4171804
Scotland,Orkney,hp dv 3000 laptop,4171664
London,Greater London,raspberries,4171404
West Midlands,Warwickshire,almond croisant,4171108
South East England,Kent,large king prawns,4169960
South East England,Kent,21 day mature sirlion steak,4169588
London,Greater London,pink blazers,4168896
Scotland,Orkney,gaming mouse,4168116
South East England,Kent,minecraft game - xbox,4167956
West Midlands,Warwickshire,chicken sausages,4167460
Scotland,Orkney,free range large eggs x12,4166636
London,Greater London,denim jacket,4166396
South East England,Kent,custard doughnut,4166120
London,Greater London,Oats Milk,4166108
South East England,Kent,courgette loose,4166100
South East England,Kent,21 day mature rump steak,4165956
West Midlands,Warwickshire,Lemon,4165864
West Midlands,Warwickshire,silk scarf,4165672
Scotland,Orkney,x-box 360,4165428
West Midlands,Warwickshire,fresh whole turkey,4164912
South East England,Kent,god of war 2,4163960
South East England,Kent,rice,4163612
Scotland,Orkney,fresh whole turkey,4163292
East of England,East Cambridgeshire,almond croisant,4163104
Scotland,Orkney,British baking potatoes loose,4163076
South East England,Kent,garlic,4162956
West Midlands,Warwickshire,Organic mILK,4162772
Scotland,Orkney,jam doughnut,4162348
South East England,Kent,British carrots loose,4161884
South East England,Kent,vernison sausages,4161388
South East England,Kent,wellington boots,4161376
Scotland,Orkney,british fresh chicken thigh fillets,4161260
Scotland,Orkney,Fairtrade Bananas Loose,4161172
Scotland,Orkney,shortbread,4160356
East of England,East Cambridgeshire,beef mince,4160312
London,Greater London,Onions Loose,4160148
South East England,Kent,pokemon blue,4160100
Scotland,Orkney,silk scarf,4159892
West Midlands,Warwickshire,Fairtrade Bananas Loose,4159456
West Midlands,Warwickshire,white shirt,4159356
West Midlands,Warwickshire,denim jacket,4158568
South East England,Kent,easy peeler loose,4158344
West Midlands,Warwickshire,silk tie,4158236
East of England,East Cambridgeshire,Mixed pepper,4158180
West Midlands,Warwickshire,millionaire square,4157948
South East England,Kent,blue stilton cheese,4157792
Scotland,Orkney,red velvet cake,4157280
Scotland,Orkney,Mixed pepper,4157088
Scotland,Orkney,classic bowtie,4157084
South East England,Kent,beef mince,4156664
London,Greater London,silk tie,4156356
Scotland,Orkney,apple macbook air mid 2009,4155912
South East England,Kent,wristwatch,4155760
London,Greater London,british fresh chicken thigh fillets,4155572
Scotland,Orkney,halo combat evolved,4155396
Scotland,Orkney,british parsnips loose,4155384
South East England,Kent,millionaire square,4155360
South East England,Kent,corned beef,4155292
Scotland,Orkney,chicken sausages,4155180
East of England,East Cambridgeshire,gameboy advance,4154992
East of England,East Cambridgeshire,Blueberry yoghurt,4154744
Scotland,Orkney,easy peeler loose,4153964
Scotland,Orkney,baby potatoes,4153856
Scotland,Orkney,diced chicken breast,4153712
Scotland,Orkney,apple macbook pro mid 2009,4153612
London,Greater London,fresh whole chicken,4152704
West Midlands,Warwickshire,baby potatoes,4152544
South East England,Kent,unsalted butter,4151764
South East England,Kent,cod fillets,4151736
South East England,Kent,samsung washing machine,4151520
London,Greater London,jam doughnut,4150728
South East England,Kent,raspberries,4149672
Scotland,Orkney,dyson washing machine,4148540
Scotland,Orkney,Spring onions bunch,4147700
South East England,Kent,brenton t-shirt,4147672
South East England,Kent,gaming keyboard,4147660
South East England,Kent,almond croisant,4146528
South East England,Kent,pokemon yellow,4145844
Scotland,Orkney,diced vernison,4145440
Scotland,Orkney,custard doughnut,4145440
East of England,East Cambridgeshire,dual shock controller,4144800
London,Greater London,21 day mature sirlion steak,4144712
London,Greater London,hp dv 3000 laptop,4144484
South East England,Kent,british bramley cooking apples,4143792
East of England,East Cambridgeshire,chicken sausages,4142696
South East England,Kent,silk scarf,4142628
Scotland,Orkney,Plain Greek yoghurt,4141720
Scotland,Orkney,Almond milk,4141320
South East England,Kent,dyson vacuum cleaner,4141088
South East England,Kent,hp dv 3000 laptop,4137836
South East England,Kent,Soy Milk,4137604
West Midlands,Warwickshire,lg washing machine,4137124
South East England,Kent,denim jeams,4136880
Scotland,Orkney,Onions Loose,4136588
South East England,Kent,macaron - x3,4136000
Scotland,Orkney,lg washing machine,4135120
South East England,Kent,play station 3,4132304
Scotland,Orkney,bosch washing machine,4130976
South East England,Kent,goat cheese,4130880
South East England,Kent,british fresh chicken thigh fillets,4130804
South East England,Kent,gameboy advance,4130572
South East England,Kent,Organic mILK,4129468
West Midlands,Warwickshire,rice,4126988
London,Greater London,dyson washing machine,4125788
South East England,Kent,dual shock controller,4125736
South East England,Kent,mature cheddar cheese,4125484
London,Greater London,mild cheddar cheese,4125304
South East England,Kent,semi skimmed milk,4125144
South East England,Kent,baby potatoes,4125120
South East England,Kent,vanilla yoghurt,4124596
Scotland,Orkney,silk tie,4123264
South East England,Kent,Sweet potatoes loose,4123052
South East England,Kent,dyson washing machine,4117820
Scotland,Orkney,grey blazers,4117148
South East England,Kent,denim jacket,4116912
South East England,Kent,white shirt,4113596
West Midlands,Warwickshire,british parsnips loose,4113520
Scotland,Orkney,Slightly salted butter,4113208
Scotland,Orkney,gameboy advance,4112360
London,Greater London,garlic,4112228
South East England,Kent,organic soured cream,4110952
West Midlands,Warwickshire,croisant ,4105372
South East England,Kent,chicken sausages,4104900
South East England,Kent,gaming mouse,4103020
Scotland,Orkney,salmon fillets,4098804
London,Greater London,grey blazers,4098312
West Midlands,Warwickshire,organic raspberry yoghurt,4096176
London,Greater London,apple macbook air mid 2009,4095392
South East England,Kent,chocolate fudge cake,4091860
South East England,Kent,british fresh chicken brest fillets,4091200
South East England,Kent,Onions Loose,4091040
South East England,Kent,hp envy laptop,4086696
London,Greater London,plastic sunshades,4082936
South East England,Kent,dell inspiron laptop,4080704
Scotland,Orkney,pink blazers,4078324
London,Greater London,Blueberry yoghurt,4074540
South East England,Kent,plastic sunshades,4069584
South East England,Kent,diced vernison,4062980
Scotland,Orkney,Sweet potatoes loose,4042236
South West England,West Somerset,Almond milk,3880616
London,Islington,beans,3871764
London,Islington,oxford shoes,3871604
London,Islington,classic bowtie,3869408
London,Islington,fresh turkey steak,3862176
London,Islington,21 day mature sirlion steak,3855528
London,Islington,dual shock controller,3852876
London,Islington,samsung washing machine,3851184
South West England,West Somerset,grey blazers,3851080
London,Islington,millionaire square,3850864
London,Islington,croisant ,3849140
South West England,West Somerset,aubergine,3848516
South West England,West Somerset,shortbread,3848236
London,Islington,almond croisant,3848204
London,Islington,pink blazers,3847608
London,Islington,free range large eggs x12,3847032
London,Islington,chicken sausages,3844944
London,Islington,Almond milk,3843116
South West England,West Somerset,Sweet potatoes loose,3842924
London,Islington,dyson vacuum cleaner,3842812
London,Islington,salmon fillets,3842236
London,Islington,beef mince,3841448
London,Islington,gameboy color,3841040
London,Islington,courgette loose,3840408
South West England,West Somerset,croisant ,3838892
South West England,West Somerset,hp envy laptop,3838396
London,Islington,plastic sunshades,3837772
London,Islington,pain au chocolate,3836272
London,Islington,goat cheese,3833152
South West England,West Somerset,oxford shoes,3832056
London,Islington,British baking potatoes loose,3830536
London,Islington,Spring onions bunch,3830104
South West England,West Somerset,Fairtrade Bananas Loose,3829724
South West England,West Somerset,rice,3828332
South West England,West Somerset,free range large eggs x12,3825980
South West England,West Somerset,British baking potatoes loose,3825148
South West England,West Somerset,pokemon yellow,3823920
London,Islington,vanilla yoghurt,3823876
South West England,West Somerset,pain au chocolate,3823716
South West England,West Somerset,wellington boots,3823680
South West England,West Somerset,unsalted butter,3823216
London,Islington,Brocolli loose,3822908
South West England,West Somerset,skimmed milk,3822384
London,Islington,skimmed milk,3821252
London,Islington,vernison sausages,3821148
South West England,West Somerset,apple macbook pro mid 2009,3821076
London,Islington,silk scarf,3820812
South West England,West Somerset,Blueberry yoghurt,3820384
London,Islington,gaming keyboard,3818812
South West England,West Somerset,sea bass fillets,3818632
South West England,West Somerset,chocolate twist,3817476
South West England,West Somerset,Slightly salted butter,3817248
London,Islington,british fresh turkey mince,3816000
London,Islington,oxford shirt,3815660
South West England,West Somerset,almond croisant,3814372
